Species,Well,Fila,Columna,Antibiotic,Concentration,SlopeR1,InterceptR1,RsquareR1,SlopeR2,InterceptR2,RsquareR2,SlopeR3,InterceptR3,RsquareR3,R1_GrowthRateRelativeToMax,R2_GrowthRateRelativeToMax,R3_GrowthRateRelativeToMax
Ca,H10,H,10,Tetra,0.1953125,0.255824952917787,-4.99839657273333,0.991853336949315,0.220680833981669,-4.82882502132554,0.978530885283237,0.25227806562899,-4.89103437882117,0.987172307944465,0.473749912810717,0.408668211077165,0.46718160301665
Ca,H11,H,11,Tetra,0.09765625,0.402690180375632,-5.31050104547049,0.992015754142708,0.350427363646513,-5.06472151434816,0.981022416632505,0.3893734628772,-5.17308339830867,0.989817347889434,0.745722556251170,0.648939562308357,0.7210619682911
Ca,H12,H,12,Tetra,0.048828125,0.500505724827569,-5.32087614638339,0.981079971359994,0.578931186593349,-5.32339938440364,0.993857498762221,0.542726680947199,-5.31858091627802,0.990826786562966,0.926862453384387,1.072094789987680,1.005049409161480
Lp,A1,A,1,Ampi,100,0,0,0,0,0,0,0,0,0,0,0,0
Lp,A2,A,2,Ampi,50,0,0,0,0,0,0,0,0,0,0,0,0
Lp,A3,A,3,Ampi,25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,A4,A,4,Ampi,12.5,0,0,0,0,0,0,0,0,0,0,0,0
Lp,A5,A,5,Ampi,6.25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,A6,A,6,Ampi,3.125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,A7,A,7,Ampi,1.5625,0,0,0,0,0,0,0,0,0,0,0,0
Lp,A8,A,8,Ampi,0.78125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,A9,A,9,Ampi,0.390625,0.436917570019797,-5.49296263070284,0.990112615836448,0.354675497460061,-5.37598372661969,0.994533034172417,0.170395776202713,-4.67700316214359,0.864265517937013,1.016087372139060,0.824826738279212,0.396269246983053
Lp,A10,A,10,Ampi,0.1953125,0.451335579256332,-5.57234051937624,0.996797938000051,0.369024919474595,-5.3053605848228,0.999010083074826,0.324489731959124,-5.37739824763988,0.997098483378846,1.049617626177520,0.858197487150221,0.754627283625870
Lp,A11,A,11,Ampi,0.09765625,0.419924332640535,-5.41597101959053,0.994566165292682,0.39789304958112,-5.45390844847835,0.99715083123301,0.170832610380304,-4.0781721408239,0.961137230203979,0.976568215443105,0.92533267344447,0.397285140419312
Lp,A12,A,12,Ampi,0.048828125,0.455181621007843,-5.54492327073212,0.99565867963205,0.414691813522632,-5.59355980365965,0.997161023252665,0.448918128123402,-6.05140447556279,0.998057518584815,1.058561909320570,0.964399566331702,1.043995646798610
Lp,B1,B,1,Carb,100,0,0,0,0,0,0,0,0,0,0,0,0
Lp,B2,B,2,Carb,50,0.303928963979882,-5.3359155780842,0.974542291647691,0.3530796930487,-5.41506865473589,0.991760157577125,0,0,0,0.706811544139260,0.8211155652295,0
Lp,B3,B,3,Carb,25,0.417383377003241,-5.49171119092982,0.997580806663088,0.376774718600922,-5.37592972356693,0.99759512883665,0.297815959774359,-5.14506822814367,0.998708473266423,0.970659016286607,0.876220275816098,0.692595255289207
Lp,B4,B,4,Carb,12.5,0.444177937217673,-5.50053660406151,0.998359229940251,0.405154771446487,-5.567066798287,0.999334352677056,0.420387988166924,-5.91261437382076,0.996416001731173,1.032971947017840,0.942220398712760,0.977646484109126
Lp,B5,B,5,Carb,6.25,0.458716971557639,-5.58694949538192,0.998629103884357,0.420690244278028,-5.66454158693593,0.999390275028946,0.467710445553321,-6.16113201673275,0.99818507999356,1.066783654785210,0.978349405297740,1.087698710589120
Lp,B6,B,6,Carb,3.125,0.47678278099934,-5.68337350434555,0.998414496157178,0.413373289534717,-5.63041824069251,0.999380286269741,0.481698450919099,-6.2455618876716,0.997669320110706,1.10879716511474,0.961333231476086,1.120228955625810
Lp,B7,B,7,Carb,1.5625,0.451793582738609,-5.52631757556097,0.997219017823523,0.409985494034571,-5.61810000565655,0.99904128961139,0.398208004415976,-5.63636181525972,0.997988608577808,1.050682750554900,0.953454637289700,0.926065126548781
Lp,B8,B,8,Carb,0.78125,0.44422347351689,-5.50313538577484,0.99745792462455,0.299858483450987,-4.81087812162687,0.997135237471064,0.430045582056918,-5.86478003232929,0.998959478671431,1.03307784538812,0.697345310351133,1.000106004783530
Lp,B9,B,9,Carb,0.390625,0.446504019448943,-5.53690695766802,0.996574113660732,0.400212380477382,-5.58852520176912,0.998846344312586,0.46401045664088,-6.13502834776745,0.99760492404865,1.038381440578940,0.930726466226470,1.07909408521135
Lp,B10,B,10,Carb,0.1953125,0.460106113705829,-5.6215477761575,0.996092685910768,0.402946973703423,-5.61083811977666,0.99890207417525,0.453079909265157,-6.07431071636484,0.99823063981891,1.070014217920530,0.937085985356798,1.053674207593390
Lp,B11,B,11,Carb,0.09765625,0.46001148729028,-5.62490817280335,0.996675898845232,0.405986175414997,-5.61458164207448,0.998472127430675,0.444110592732393,-6.00307706580772,0.997948146845625,1.06979415648902,0.944153896313947,1.032815331935800
Lp,B12,B,12,Carb,0.048828125,0.464158507998826,-5.59583182324045,0.995966278380118,0.403814666508276,-5.61876383759554,0.999305210005174,0.455529332599297,-6.09312174405856,0.998142207917799,1.079438390694940,0.939103875600642,1.059370540928600
Lp,C1,C,1,Cipro,100,0,0,0,0,0,0,0,0,0,0,0,0
Lp,C2,C,2,Cipro,50,0.331355884614099,-5.31103641886136,0.98608642027836,0,0,0,0,0,0,0.770595080497905,0,0
Lp,C3,C,3,Cipro,25,0.412011242999741,-5.41988664538134,0.996539353574716,0.298896212040743,-4.95001688729334,0.996244031294946,0.39041095870763,-5.90247516948425,0.996813959175633,0.958165681394747,0.695107469862193,0.90793246211077
Lp,C4,C,4,Cipro,12.5,0.417158515510861,-5.34122513121869,0.997705556245439,0.410117626806664,-5.68360020111971,0.998926666650743,0.455547976003716,-6.10976138900598,0.998605932796381,0.970136082583398,0.953761922806195,1.059413897683060
Lp,C5,C,5,Cipro,6.25,0.437724585753552,-5.47182009841851,0.99865515057046,0.396100634626424,-5.55018148093326,0.999471306999546,0.476688665891245,-6.23372223882213,0.9977253881708,1.017964152915240,0.921164266573079,1.108578292770340
Lp,C6,C,6,Cipro,3.125,0.430088907130091,-5.43923046735235,0.998667797063974,0.393344601853289,-5.54274966884783,0.999200017046635,0.434343350077382,-5.90707398418674,0.985787268176051,1.000206760767650,0.914754888030905,1.010100814133450
Lp,C7,C,7,Cipro,1.5625,0.443459880432589,-5.53242735326249,0.997706305505087,0.401646893675846,-5.59974146053569,0.99895991191016,0.500199196475981,-6.39640951348316,0.99436653028997,1.031302047517650,0.934062543432200,1.163253945292980
Lp,C8,C,8,Cipro,0.78125,0.430127413998917,-5.44807734231228,0.998259630949284,0.352159050263417,-5.26680063445954,0.999012077899366,0.450936516584725,-6.02674399696115,0.997832839079418,1.000296311625390,0.818974535496319,1.048689573452850
Lp,C9,C,9,Cipro,0.390625,0.451474750798387,-5.56873473776885,0.996656434034293,0.388746736378306,-5.49521950971287,0.998965179298569,0.482291912311931,-6.24248040832193,0.996059830777345,1.049941280926480,0.904062177623967,1.121609098399840
Lp,C10,C,10,Cipro,0.1953125,0.455139118675924,-5.60478680810999,0.996919094675046,0.400980672978393,-5.57433793832726,0.999006811589485,0.485446984646686,-6.2652658367685,0.996428570233544,1.058463066688200,0.932513192973007,1.128946475922530
Lp,C11,C,11,Cipro,0.09765625,0.45111015429635,-5.57280023535625,0.996320993698317,0.420440706487426,-5.73099679754542,0.998418757376804,0.491875099455578,-6.31370064233253,0.994096973090038,1.04909338208453,0.977769084854479,1.143895580129250
Lp,C12,C,12,Cipro,0.048828125,0.458368351195035,-5.53086000198244,0.994715015170689,0.337015166109759,-5.05644045283536,0.999106546136516,0.472402318164662,-6.1608560287344,0.996959661448173,1.065972909755900,0.783756200255253,1.098610042243400
Lp,D1,D,1,Chl,100,0,0,0,0,0,0,0,0,0,0,0,0
Lp,D2,D,2,Chl,50,0,0,0,0,0,0,0,0,0,0,0,0
Lp,D3,D,3,Chl,25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,D4,D,4,Chl,12.5,0,0,0,0,0,0,0,0,0,0,0,0
Lp,D5,D,5,Chl,6.25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,D6,D,6,Chl,3.125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,D7,D,7,Chl,1.5625,0.284461784859384,-5.3276679447699,0.984788240076225,0.209566033565646,-4.9293469194689,0.928817134189843,0.253966063268509,-5.61918592197365,0.992142219442639,0.661539034556707,0.487362868757316,0.590618751787230
Lp,D8,D,8,Chl,0.78125,0.358983447031911,-5.4255286989224,0.99472493130028,0.330021567410161,-5.57944946285165,0.997702132781464,0.372782286075403,-6.05215459104191,0.994798840125555,0.834845225655607,0.767492017232933,0.866935549012565
Lp,D9,D,9,Chl,0.390625,0.419913310822059,-5.59102488307193,0.996477755840839,0.360654559717536,-5.52104342796087,0.998781533738839,0.449752432150702,-6.27700284889491,0.994884010632593,0.976542583307114,0.838731534226828,1.045935888722560
Lp,D10,D,10,Chl,0.1953125,0.428603740720683,-5.50974027674011,0.997548060647511,0.397953555505752,-5.66685225258477,0.998329741916672,0.463955150495121,-6.21478166692487,0.996379403464343,0.996752885396937,0.925473384897098,1.078965466267720
Lp,D11,D,11,Chl,0.09765625,0.400698168738588,-5.23514819602529,0.996307382120524,0.41319654086251,-5.72803218303929,0.998668115234452,0.492922873141991,-6.35433365406358,0.994081164581081,0.931856206368809,0.96092218805235,1.146332263120910
Lp,D12,D,12,Chl,0.048828125,0.460920539360444,-5.57149571332254,0.996666151465403,0.412185161142391,-5.60184527011312,0.998449439686165,0.474127351904984,-6.17273234879242,0.997796053935361,1.071908231070800,0.958570142191607,1.102621748616240
Lp,E1,E,1,Ery,100,0,0,0,0,0,0,0,0,0,0,0,0
Lp,E2,E,2,Ery,50,0,0,0,0,0,0,0,0,0,0,0,0
Lp,E3,E,3,Ery,25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,E4,E,4,Ery,12.5,0,0,0,0,0,0,0,0,0,0,0,0
Lp,E5,E,5,Ery,6.25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,E6,E,6,Ery,3.125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,E7,E,7,Ery,1.5625,0,0,0,0,0,0,0,0,0,0,0,0
Lp,E8,E,8,Ery,0.78125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,E9,E,9,Ery,0.390625,0,0,0,0,0,0,0,0,0,0,0,0
Lp,E10,E,10,Ery,0.1953125,0.283727036217525,-5.41715953311113,0.99657772611392,0.211384206206631,-5.34679180683878,0.996156961786339,0.280451436969695,-5.96781903398426,0.9943573743651,0.659830316784942,0.491591177224723,0.652212644115570
Lp,E11,E,11,Ery,0.09765625,0.355435032231034,-5.45414539622523,0.996409650983178,0.298334192606304,-5.48120067015067,0.998096706753984,0.382914185369307,-6.2079749470127,0.996737775491017,0.826593098211707,0.693800447921637,0.890498105510016
Lp,E12,E,12,Ery,0.048828125,0.412943853190395,-5.58017653834056,0.998236262649261,0.417681499895593,-5.66389335465597,0.998788381462444,0.419111605628302,-5.73825286008946,0.998657347814277,0.960334542303244,0.971352325338588,0.974678152623958
Lp,F1,F,1,Gent,25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F2,F,2,Gent,12.5,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F3,F,3,Gent,6.25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F4,F,4,Gent,3.125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F5,F,5,Gent,1.5625,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F6,F,6,Gent,0.78125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F7,F,7,Gent,0.390625,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F8,F,8,Gent,0.1953125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F9,F,9,Gent,0.09765625,0,0,0,0,0,0,0,0,0,0,0,0
Lp,F10,F,10,Gent,0.048828125,0.2003026007824,-4.72771235585957,0.932031047784511,0,0,0,0.30047434502186,-5.49897487823128,0.983694512525676,0.4658200018195,0,0.69877754656247
Lp,F11,F,11,Gent,0.0244140625,0.346689298494874,-5.14218209357355,0.988871948588712,0.275080736220911,-5.0682763926132,0.988415525190543,0.401985953085676,-5.94543878487183,0.989999113929516,0.806254182546219,0.639722642374212,0.934851053687619
Lp,F12,F,12,Gent,0.01220703125,0.469241973615266,-5.60425303234312,0.996353596979952,0.370426415396866,-5.31839755595594,0.998982967653058,0.486538376734167,-6.2069967672439,0.997275879858495,1.091260403756430,0.861456779992712,1.131484597056200
Lp,G1,G,1,Kan,25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,G2,G,2,Kan,12.5,0,0,0,0,0,0,0,0,0,0,0,0
Lp,G3,G,3,Kan,6.25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,G4,G,4,Kan,3.125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,G5,G,5,Kan,1.5625,0,0,0,0,0,0,0,0,0,0,0,0
Lp,G6,G,6,Kan,0.78125,0,0,0,0,0,0,0,0,0,0,0,0
Lp,G7,G,7,Kan,0.390625,0,0,0,0,0,0,0,0,0,0,0,0
Lp,G8,G,8,Kan,0.1953125,0.258846128355794,-4.87401514795,0.96701551346173,0,0,0,0.261333420202737,-5.33686513671473,0.976610571112432,0.601967740362312,0,0.607752140006365
Lp,G9,G,9,Kan,0.09765625,0.363557152082925,-5.31603417195995,0.988596304465686,0.295390581670431,-5.2757325757968,0.983463463542792,0.361260800421686,-5.68712600207754,0.992962940685834,0.845481749030058,0.686954841094026,0.840141396329502
Lp,G10,G,10,Kan,0.048828125,0.397058659693208,-5.36825419208526,0.99529763389839,0.347076968770091,-5.39313553561767,0.995610539944876,0.270444725068485,-4.83801747340183,0.990854334723742,0.923392231844670,0.807155741325793,0.628941221089500
Lp,G11,G,11,Kan,0.0244140625,0.410592789585556,-5.35509878713469,0.996395284255239,0.364723595763988,-5.38293401705756,0.998244123802251,0.402242655869718,-5.70636598198624,0.998163945321459,0.954866952524549,0.848194408753460,0.935448036906321
Lp,G12,G,12,Kan,0.01220703125,0.400726520840526,-5.14412456920447,0.997679932567342,0.394569176484401,-5.44984355715002,0.998748505529137,0.41610252472891,-5.68919609304032,0.998534725745431,0.931922141489595,0.917602736010235,0.96768029006723
Lp,H1,H,1,Tetra,100,0,0,0,0,0,0,0,0,0,0,0,0
Lp,H2,H,2,Tetra,50,0,0,0,0,0,0,0,0,0,0,0,0
Lp,H3,H,3,Tetra,25,0,0,0,0,0,0,0,0,0,0,0,0
Lp,H4,H,4,Tetra,12.5,0.213525195685427,-5.41674381314687,0.994103706060639,0,0,0,0,0,0,0.496570222524249,0,0
Lp,H5,H,5,Tetra,6.25,0.208687104364586,-4.99346477482429,0.975677777970311,0,0,0,0,0,0,0.485318847359502,0,0
Lp,H6,H,6,Tetra,3.125,0.242727886847624,-5.01486174751579,0.984189424404366,0.210826239852999,-5.07921450725548,0.988157407060139,0.243939260263504,-5.54201108764855,0.993698980645533,0.564483457785172,0.490293581053486,0.567300605263963
Lp,H7,H,7,Tetra,1.5625,0.303937274128809,-5.24609898566723,0.99269861394146,0.269157364799518,-5.24801220749571,0.996267398272328,0.328329388572812,-5.85417665503714,0.996986428824717,0.706830870066998,0.625947359998879,0.763556717611191
Lp,H8,H,8,Tetra,0.78125,0.344134074884735,-5.23561199033766,0.995984943635779,0.319926342394426,-5.32594474673967,0.997381088265263,0.315522019851732,-5.32231838463583,0.99923442738454,0.800311802057523,0.744014749754479,0.733772139190074
Lp,H9,H,9,Tetra,0.390625,0.383477861735325,-5.32569817612533,0.997693325426414,0.351111614497884,-5.39175479148473,0.998288165075276,0.419597564160838,-5.97183204504124,0.997629275923158,0.891808980779826,0.816538638367172,0.975808288746135
Lp,H10,H,10,Tetra,0.1953125,0.388721807514851,-5.18834754254806,0.996408557504321,0.349615202264843,-5.26923981310673,0.999017890904261,0.407973138535278,-5.76110891032959,0.99854795786542,0.904004203522909,0.813058609918240,0.948774740779716
Lp,H11,H,11,Tetra,0.09765625,0.42890039142216,-5.45140176744884,0.997107386631443,0.350408058870722,-5.20293622788821,0.999328268674801,0.477914892331481,-6.22470485981406,0.995958716588263,0.99744277074921,0.814902462490051,1.111429982166230
Lp,H12,H,12,Tetra,0.048828125,0.431716903909987,-5.38093181598977,0.997419181068445,0.396319566011536,-5.42995003052675,0.998290341269433,0.484473789836441,-6.26881726756868,0.995553992949527,1.003992799790670,0.921673409329153,1.126683232177770